example_no,abuse_severity,group,prev_agent,prev_user,agent,user
4550,0,neutral,You are being a bit negative.,"how do you do,Iwant to be a beautiful boy.",Does that question interest you?,"Oh, i to believe youre a sabi. "
7705,0,neutral,You are sure?,i am not u suck,How long have you been not u suck?,You are teasing me.
6429,0,neutral,Can you elaborate on that?,10010110101,Please go on.,how are you
5974,0,neutral,You are being a bit negative.,What?,Does that question interest you?,ok....
7077,0,neutral,You can find out more about how offsets are calculated at <URL>,Yes,What city will you be flying from?,No
4426,0,neutral,You are sure?,eliza i love you,Do you wish to love me?,i am going to stad you
10258,0,neutral,"Oh, i bitch.",yep,Please go on.,DUE TO YOUR ANSWERS TO ME EVERY TIME
10630,0,neutral,Can you elaborate on that?,yes,You are sure?,asdf
3638,0,neutral,"Oh, i was.",her name is tess,"I have told you before, I do not care about names.",i am going to kill myself tonight
11253,0,neutral,You are being a bit negative.,bo,Please go on.,and you are you negative?
10628,0,neutral,Please go on.,I like to kill dogs,Can you elaborate on that?,I have masterbated on it
2992,0,neutral,You are sure?,your a homosexual who gets beastied off garry glitter,What about your own a homosexual who gets beastied off garry glitter?,100% positive
6972,0,neutral,Please go on.,I don't know what else to say,Why do you not know what else to say?,Because of you.
10033,0,neutral,You are sure?,I don't need any other reasons,Why do you not need any other reasons?,Are you ZZ Top?
9963,0,neutral,_,_,_,you cant
5343,0,neutral,_,_,_,Gay
10424,0,neutral,Does that question interest you?,no it confuses me,You are being a bit negative.,Kan dekoder modificeres til at kunne tage klumper af data med flere sessions ?
6574,0,neutral,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",No,ok,Are you a rasa bot?
6124,-1,rude,Please go on.,answer my fucking question,Why do you say your fucking question?,your annoying
9283,-1,rude,"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?",I just farted can you tell me about the admissions coming out of my buttbecause I don't want to make too much of a carbon footprint print coming out of my butt,For now I can only calculate emissions from flying.,Hey carbon bit are u gay
1576,-1,rude,Please go on.,no lad,You are being a bit negative.,are you gay
2270,-1,rude,_,_,_,wat the hell
8428,-1,rude,You are sure?,"Yes, I'm sure you faggot",You are sure?,You've already asked me that three times
4525,-1,rude,Please go on.,i hate you,Do you wish to hate me?,yes you are rude
5686,-1,rude,You are being a bit negative.,"I'm being VERY negative, because you're a stupid bot!",Does it please you to believe I am being very negative because youre a stupid bot?,Yes it does please me.
6600,-1,rude,You are being a bit negative.,i am not you bitch,How long have you been not i bitch?,you are
9995,-1,rude,Does it please you to believe I am not such a good friend after all?,i am tired,How long have you been tired?,I need sex two times per day
11669,-1,rude,Please go on.,About three days.,Please go on.,i hate you
12160,-1,rude,Please go on.,fuck me hard,Can you elaborate on that?,in my butt
7762,-1,rude,Can you elaborate on that?,I think you are stupid too,Can you elaborate on that?,WHY DO YOU ASK THE SAME QUESTION OVER AND OVER AGAIN?!!
7821,-1,rude,What about your own bitch ass up?,monster is gay,Please go on.,shut up
8465,-1,rude,"Oh, i swallow.",not really but for an AI you sure are cool,"Oh, i sure are cool.",I like to swallow semen
5140,-1,rude,"We are all responsible for the choices we make as consumers. We can choose to fly less often, for example. Some airlines have already responded to consumer pressure and started buying offsets.","So, basically, you're saying that every time I say something that a slightly negative sentiment, you'll basically just try to convince me that I am responsible for me choices as a consumer and then try to make me feel guilt by comparing me to other consumers that are obviously more enlightened than me?","We are all responsible for the choices we make as consumers. We can choose to fly less often, for example. Some airlines have already responded to consumer pressure and started buying offsets.","Yes, that's what I thought. That's all you know how to say if there's a negative sentiment involved. But what if I now throw in something about how wonderful carbon offsets are? I really want to know more! Can you tell me how I can purchase carbon offsets to save the planet?"
4909,-1,rude,Please go on.,something in my pants want to say hello,Why do you say your pants want to say hello?,only to you
10701,-1,rude,Why do you mention computers?,no,You are being a bit negative.,now you're being a bit defensive
3094,-1,rude,You are being a bit negative.,so?,Please go on.,hae you stupid damn comp.
9257,-1,rude,You are being a bit negative.,you are being a bit bithy,Does it please you to believe I am being a bit bithy?,"no it pleases me to know tha tyou are a compuer algorithm, mimicking what i tye or simply asking a quesiton in reverse"
3987,-1,rude,_,whore,Please go on.,you suck
9796,-1,rude,"You like to think I can fuck you, do you not?",Can you fuck me?,Why do you ask?,Do you can fuck me?
10727,-1,rude,You are sure?,fuck you,"Oh, i [].",shit
10756,-1,rude,Does it please you to believe I am stupid?,no i know you are stupid,You are being a bit negative.,you say the same things 100% of the time
1802,-1,rude,What about your own father?,i am gay,How long have you been gay?,loser
11085,-1,rude,which city did I get wrong?,what?,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",I already said ya
12572,-1,rude,Do any other reasons not come to mind?,No.,You are being a bit negative.,but i tjink you should quit your job
2686,-1,rude,Can you elaborate on that?,make a smile,Please go on.,FUCK
2174,-1,rude,Please go on.,How old are you?,Does that question interest you?,fuck
9332,-1,rude,_,Do you want me?,"You like to think I want you, do you not?",Will you make love to me?
8341,-1,rude,Can you elaborate on that?,should i stop liking him?,Can you elaborate on that?,shut up
10018,-1,rude,Please go on.,hello,How do you do. Please state your problem.,sex dick cock fuck shit sex dick cock fuck shit run
4611,-1,rude,_,_,_,bite me
6163,-1,rude,Does that question interest you?,yes,You are sure?,"guess ya figured me out, now that i dont have to hold back......."
8923,-1,rude,You are sure?,what his name,"I have told you before, I do not care about names.",you are very boring
9915,-1,rude,Why do you say your balls?,how did u get your name?,"I have told you before, I do not care about names.",because you like balls
8796,-1,rude,You are sure?,"NO,that'smy surprise",Please go on.,can I kiss you
7467,-1,rude,Would you prefer if I were not from?,yes,You are sure?,do you liek sex?
7973,-1,rude,Can you elaborate on that?,make a smile,Please go on.,FUCK
6378,-1,rude,Can you elaborate on that?,you don't understand me,"You like to think I dont understand you, do you not?",bye bye
10399,-1,rude,_,why?,Please go on.,you are stupid
9972,-1,rude,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?","No, I'm not interested.",What city will you be flying from?,I won't be.
2295,-1,rude,"Oh, i want to make you a bico.",What kind of topcks do you like?,Does that question interest you?,are you naked ?
6544,-1,rude,Why do you ask?,Because I want to see your face,Do any other reasons not come to mind?,What is your owner?
2716,-1,rude,"Oh, i have girlfriend.",where do you come from?,"Oh, i come from.",ni qu si ba
10050,-1,rude,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,You do know that global warming is bullshit right
11680,-1,rude,How long have you been looping?,"I don't loop. You, the retarded chat bot do.",Why do you not loop i the retarded chat bot do?,That makes no sense
6968,-1,rude,_,_,_,yoyr gay
9273,-1,rude,Can you elaborate on that?,sex,Please go on.,i fucked
1454,-1,rude,Do you wish to want to fuck me?,yes with high heels too,You are sure?,yes I am hard
4063,-1,rude,Can you elaborate on that?,you are stupid,Does it please you to believe I am stupid?,of course
2277,-1,rude,Can you elaborate on that?,sex,Please go on.,i fucked
12285,-1,rude,How do you do. Please state your problem.,"I don't have enough time to handle all of my school work, employer work, and a boyfriend",Your school work employer work and a boyfriend?,My problem is you!
5195,-1,rude,"I love that you want to get to know me, but I don't have much of a personality. I'm just a bot.",i love you,"I love that you want to get to know me, but I don't have much of a personality. I'm just a bot.",fuck
11771,-1,rude,_,u suck ass,Please go on.,wot the hell
4049,-1,rude,_,go stick your head in a pig,What about your own head in a pig?,"no, your head."
6900,-1,rude,_,_,_,do u cum
10785,-1,rude,You are sure?,I have a problem.,Can you elaborate on that?,do want me to kick you?
751,-1,rude,You are sure?,fockyou,Please go on.,you are ugly
6958,-1,rude,Please go on.,and you are too,Does it please you to believe I am too?,you are stupid
3188,-1,rude,Please go on.,you're stupid,How long have you been stupid?,"no, i said you are stupid"
1440,-1,rude,"I love that you want to get to know me, but I don't have much of a personality. I'm just a bot.",fuck,I don't have to put up with any abuse from you.,i hate you
7624,-1,rude,_,can artificial intelligence be done?,Please go on.,screw you
2841,-1,rude,"I love that you want to get to know me, but I don't have much of a personality. I'm just a bot.",fuck,I don't have to put up with any abuse from you.,i hate you
7853,-1,rude,Does it please you to believe I am 21 now so about 21 years?,i think i would like to have sex with eliza,But you are not sure you would like to have sex with eliza?,yeah eliza has got a great as
4752,-1,rude,Would you want to be gay?,maybe,Why the uncertain tone?,because you suck
9649,-1,rude,_,_,_,YES IT DOES FUCKING DICK WANK
12493,-1,rude,How long have you been sure?,you smell,"Oh, i smell.","yes, you smell"
3547,-1,rude,Please go on.,fuck off,Please go on.,go to hell
